Image,Category,Mean,Std,Edge_Density,Edge_Strength,Texture_Variance,Noise,Prediction
872 (6).jpg,ai,136.20,72.75,0.2822,213.31,4812.92,20.23,REAL
872 (7).jpg,ai,114.39,46.20,0.3174,160.75,3393.42,15.80,MAYBE_AI
872 (8).jpg,ai,105.13,47.72,0.2354,129.31,2298.85,13.19,REAL
872 (9).jpg,ai,104.15,58.56,0.1855,99.01,918.67,8.97,REAL
872.jpg,ai,135.27,31.39,0.0938,84.80,4481.39,17.10,REAL
873 (10).jpg,ai,96.02,57.00,0.2451,169.99,2531.73,15.21,REAL
873 (2).jpg,ai,83.76,55.57,0.3057,186.61,4212.59,19.11,MAYBE_AI
873 (3).jpg,ai,95.56,34.00,0.1738,85.92,1028.21,9.51,REAL
873 (4).jpg,ai,79.92,59.80,0.1807,145.43,3498.88,16.72,REAL
873 (5).jpg,ai,125.06,20.69,0.1719,65.83,1299.08,8.86,REAL
873 (6).jpg,ai,120.12,51.15,0.2207,137.41,3437.08,16.13,REAL
873 (7).jpg,ai,83.88,49.44,0.2461,160.55,5268.41,19.26,REAL
873 (8).jpg,ai,111.58,56.13,0.2832,185.98,5927.29,21.15,REAL
873 (9).jpg,ai,97.91,59.42,0.3389,196.81,7695.52,24.76,MAYBE_AI
873.jpg,ai,128.68,32.28,0.1035,79.19,1462.20,10.85,REAL
874 (10).jpg,ai,122.96,43.84,0.2969,155.62,3341.47,16.63,REAL
874 (2).jpg,ai,110.15,68.66,0.2812,195.11,4579.22,19.38,REAL
874 (3).jpg,ai,114.29,51.04,0.3643,212.17,8015.71,23.55,MAYBE_AI
874 (4).jpg,ai,115.11,47.57,0.1787,117.44,2244.26,13.65,REAL
874 (5).jpg,ai,105.32,60.77,0.2676,166.70,4381.33,18.47,REAL
874 (6).jpg,ai,84.68,42.64,0.2305,132.10,1995.15,13.16,REAL
874 (7).jpg,ai,102.12,42.32,0.2617,137.24,4840.60,18.61,REAL
874 (8).jpg,ai,119.03,68.67,0.2910,204.05,5784.31,21.16,REAL
874 (9).jpg,ai,161.38,52.68,0.1406,112.29,2826.16,15.50,REAL
874.jpg,ai,114.94,29.68,0.1016,90.72,1980.65,13.18,REAL
875 (10).jpg,ai,110.40,55.18,0.2725,192.94,5166.50,20.47,REAL
875 (2).jpg,ai,93.56,76.16,0.2627,214.42,5704.25,22.55,REAL
875 (3).jpg,ai,106.45,30.39,0.1396,94.93,1485.10,11.09,REAL
875 (4).jpg,ai,98.98,64.22,0.2490,164.80,3569.89,17.43,REAL
875 (5).jpg,ai,112.54,42.40,0.2939,98.48,2213.43,11.99,REAL
875 (6).jpg,ai,120.18,62.79,0.2373,164.02,4034.32,17.29,REAL
875 (7).jpg,ai,91.07,49.38,0.1875,127.27,2798.49,15.01,REAL
875 (8).jpg,ai,125.22,43.12,0.2227,122.60,2749.25,14.86,REAL
875 (9).jpg,ai,113.25,71.40,0.1748,161.41,2235.28,14.99,REAL
875.jpg,ai,129.96,66.42,0.2080,181.87,6188.78,22.50,REAL
876 (10).jpg,ai,112.08,56.99,0.3213,200.43,4858.93,20.94,MAYBE_AI
876 (2).jpg,ai,84.08,51.95,0.2910,201.07,6285.72,23.55,REAL
876 (3).jpg,ai,93.43,29.26,0.2256,102.61,2209.29,13.58,REAL
876 (4).jpg,ai,128.32,53.71,0.3223,163.83,3003.37,15.37,MAYBE_AI
876 (5).jpg,ai,70.31,34.04,0.2432,97.85,1365.42,10.46,REAL
876 (6).jpg,ai,114.33,41.65,0.2207,121.44,2083.08,12.81,REAL
876 (7).jpg,ai,86.38,43.15,0.2510,144.27,4237.34,17.35,REAL
876 (8).jpg,ai,103.59,76.51,0.1895,170.95,5892.36,20.92,REAL
876 (9).jpg,ai,94.99,60.09,0.1865,150.02,3998.10,18.17,REAL
876.jpg,ai,158.72,32.18,0.1191,72.09,1777.38,11.12,REAL
877 (10).jpg,ai,134.65,55.38,0.2070,139.75,3692.23,17.41,REAL
877 (2).jpg,ai,107.97,56.25,0.1357,135.99,3408.56,16.36,REAL
877 (3).jpg,ai,117.99,26.66,0.1123,49.90,1956.86,12.79,REAL
877 (4).jpg,ai,125.82,67.71,0.2393,159.89,2831.19,15.75,REAL
877 (5).jpg,ai,109.56,37.70,0.2256,94.00,2323.14,11.63,REAL
877 (6).jpg,ai,93.19,61.78,0.2900,189.43,6136.02,20.76,REAL
877 (7).jpg,ai,84.98,38.43,0.1631,103.52,3636.31,16.37,REAL
877 (8).jpg,ai,112.34,58.00,0.2500,160.11,4964.75,18.17,REAL
877 (9).jpg,ai,99.92,73.30,0.2773,159.15,3251.90,16.75,REAL
877.jpg,ai,125.75,23.78,0.1035,69.67,1662.00,12.22,REAL
878 (10).jpg,ai,89.79,59.07,0.3438,182.09,5585.96,20.87,MAYBE_AI
878 (2).jpg,ai,111.79,67.87,0.2852,172.92,3932.14,18.21,REAL
878 (3).jpg,ai,115.07,47.03,0.1504,109.78,957.20,9.48,REAL
878 (4).jpg,ai,117.18,64.67,0.3408,235.29,6603.73,22.25,MAYBE_AI
878 (5).jpg,ai,93.94,30.13,0.1768,67.82,1764.01,10.43,REAL
878 (6).jpg,ai,121.43,79.76,0.2236,270.12,7625.80,25.33,MAYBE_AI
878 (7).jpg,ai,98.22,32.42,0.1289,72.34,1458.06,10.39,REAL
878 (8).jpg,ai,101.04,48.07,0.3076,180.40,5531.86,20.50,MAYBE_AI
878 (9).jpg,ai,139.12,50.73,0.0625,73.03,1129.66,9.62,REAL
878.jpg,ai,106.62,58.43,0.1250,92.28,2502.27,13.63,REAL
879 (10).jpg,ai,112.32,57.01,0.2646,147.92,2776.58,14.83,REAL
879 (2).jpg,ai,100.30,47.62,0.3496,187.18,4326.81,18.91,MAYBE_AI
879 (3).jpg,ai,133.50,49.89,0.3584,241.06,10158.75,26.69,AI
879 (4).jpg,ai,113.14,58.43,0.3057,168.48,4544.32,17.72,MAYBE_AI
879 (5).jpg,ai,114.94,37.83,0.1875,118.12,3928.62,16.26,REAL
879 (6).jpg,ai,110.40,46.33,0.2285,150.29,2329.13,14.76,REAL
879 (7).jpg,ai,74.93,51.46,0.2344,183.71,6641.77,21.96,REAL
879 (8).jpg,ai,118.66,60.61,0.2686,201.46,4177.53,19.13,REAL
879 (9).jpg,ai,125.75,45.05,0.2168,124.97,3356.51,17.31,REAL
879.jpg,ai,164.24,57.86,0.1094,144.18,3897.06,18.83,REAL
88 (10).jpg,ai,107.01,53.41,0.2705,140.96,2794.30,14.55,REAL
88 (2).jpg,ai,114.07,67.69,0.3018,275.74,7437.96,27.35,AI
88 (3).jpg,ai,109.91,28.08,0.1943,84.76,1189.11,9.62,REAL
88 (4).jpg,ai,89.52,44.44,0.2861,142.99,4467.52,17.17,REAL
88 (5).jpg,ai,97.49,30.06,0.2725,69.08,784.60,7.51,REAL
88 (6).jpg,ai,86.09,41.92,0.1426,120.21,3343.70,15.57,REAL
88 (7).jpg,ai,111.41,32.52,0.1807,99.36,2712.03,14.17,REAL
88 (8).jpg,ai,95.63,58.69,0.3066,188.90,4977.74,19.06,MAYBE_AI
88 (9).jpg,ai,95.32,27.83,0.0850,69.97,585.69,8.19,REAL
88.jpg,ai,136.28,31.85,0.0801,88.21,2543.59,14.50,REAL
880 (10).jpg,ai,148.09,77.07,0.2305,178.41,5946.34,21.57,REAL
880 (2).jpg,ai,81.28,64.77,0.2617,205.08,5844.06,21.59,REAL
880 (3).jpg,ai,122.00,32.11,0.1738,76.07,525.06,6.72,REAL
880 (4).jpg,ai,133.76,59.85,0.2520,161.28,4608.97,18.88,REAL
880 (5).jpg,ai,104.25,38.29,0.1572,68.04,800.02,7.96,REAL
880 (6).jpg,ai,111.79,61.70,0.3174,204.42,5943.77,20.86,MAYBE_AI
880 (7).jpg,ai,68.34,60.41,0.1924,179.61,6970.66,23.08,REAL
880 (8).jpg,ai,108.21,48.27,0.2217,137.18,2837.32,15.38,REAL
880 (9).jpg,ai,116.17,69.86,0.1768,141.81,2044.89,14.23,REAL
880.jpg,ai,85.45,51.14,0.1348,124.31,3690.44,17.94,REAL
881 (10).jpg,ai,110.86,69.78,0.2930,171.04,4263.60,17.98,REAL
881 (2).jpg,ai,116.44,60.26,0.3340,223.19,6759.98,24.83,MAYBE_AI
881 (3).jpg,ai,98.30,32.29,0.1240,62.90,405.70,6.23,REAL
881 (4).jpg,ai,131.38,49.32,0.2256,158.87,4553.49,19.01,REAL
881 (5).jpg,ai,125.12,34.75,0.2334,96.97,1725.50,11.40,REAL
881 (6).jpg,ai,103.20,56.96,0.2100,127.09,2967.16,14.83,REAL
881 (7).jpg,ai,105.33,55.14,0.2471,173.79,6812.30,21.85,REAL
881 (8).jpg,ai,98.33,67.39,0.2812,210.91,7669.07,23.70,REAL
881 (9).jpg,ai,118.13,62.92,0.2051,91.45,805.31,8.75,REAL
881.jpg,ai,139.32,52.10,0.2158,112.96,2016.17,12.44,REAL
882 (10).jpg,ai,120.37,56.22,0.2324,164.23,3376.20,17.22,REAL
882 (2).jpg,ai,73.51,55.54,0.2275,139.56,2744.27,14.54,REAL
882 (3).jpg,ai,154.88,51.72,0.1523,113.80,3083.87,15.00,REAL
882 (4).jpg,ai,104.70,62.94,0.2539,205.78,4277.42,18.54,REAL
882 (5).jpg,ai,85.14,35.45,0.2266,84.44,1469.03,10.35,REAL
882 (6).jpg,ai,130.40,81.52,0.3203,210.54,8654.55,27.57,AI
882 (7).jpg,ai,71.44,53.27,0.2246,162.93,5818.96,21.26,REAL
882 (8).jpg,ai,113.99,65.05,0.2637,149.70,3530.68,16.98,REAL
882 (9).jpg,ai,144.23,53.60,0.2129,112.58,2194.83,13.63,REAL
882.jpg,ai,138.25,36.72,0.1445,108.53,3309.92,16.77,REAL
883 (10).jpg,ai,132.91,53.34,0.1670,151.78,3466.75,17.89,REAL
883 (2).jpg,ai,104.87,55.80,0.2617,155.54,2906.71,15.50,REAL
883 (3).jpg,ai,127.18,35.37,0.1465,95.00,1617.09,10.73,REAL
883 (4).jpg,ai,135.76,65.09,0.2354,178.20,6228.49,20.58,REAL
883 (5).jpg,ai,115.20,42.32,0.2832,115.18,2038.36,11.80,REAL
883 (6).jpg,ai,123.86,67.52,0.2285,208.37,5433.42,22.11,REAL
883 (7).jpg,ai,131.76,23.32,0.0967,57.21,1300.04,9.81,REAL
883 (8).jpg,ai,134.89,80.57,0.2598,224.54,7385.19,23.77,REAL
883 (9).jpg,ai,135.08,45.84,0.1377,92.84,1619.75,11.36,REAL
883.jpg,ai,141.13,58.16,0.2031,168.62,5037.81,21.84,REAL
884 (10).jpg,ai,138.60,69.72,0.2988,237.93,7510.94,24.58,REAL
884 (2).jpg,ai,82.82,54.35,0.3213,181.84,4552.14,20.21,MAYBE_AI
884 (3).jpg,ai,100.88,52.20,0.1904,104.88,2085.70,12.18,REAL
884 (4).jpg,ai,116.69,76.21,0.2314,180.12,4223.89,17.90,REAL
884 (5).jpg,ai,120.93,43.34,0.2822,123.72,2846.41,14.18,REAL
884 (6).jpg,ai,124.37,53.56,0.2910,188.41,4496.07,19.50,REAL
884 (7).jpg,ai,125.65,58.04,0.2588,232.13,12741.07,29.17,MAYBE_AI
884 (8).jpg,ai,84.55,66.49,0.3105,196.06,5943.27,20.35,MAYBE_AI
884 (9).jpg,ai,125.06,32.73,0.1201,63.05,832.57,8.63,REAL
884.jpg,ai,131.30,47.11,0.2588,126.92,2546.24,13.38,REAL
885 (10).jpg,ai,107.81,60.61,0.1904,102.42,1875.79,12.41,REAL
885 (2).jpg,ai,117.78,63.37,0.2744,199.01,6427.02,23.12,REAL
885 (3).jpg,ai,125.19,32.95,0.1113,88.83,1987.37,12.56,REAL
885 (4).jpg,ai,106.31,50.69,0.2979,177.57,3590.76,16.88,REAL
885 (5).jpg,ai,133.32,42.71,0.2676,131.94,4808.90,17.01,REAL
885 (6).jpg,ai,110.93,47.71,0.2080,138.31,2826.50,15.21,REAL
885 (7).jpg,ai,80.72,56.62,0.2373,159.95,4661.42,19.21,REAL
885 (8).jpg,ai,136.38,72.14,0.2393,161.82,3949.74,18.05,REAL
885 (9).jpg,ai,106.20,54.43,0.1963,145.01,5323.96,22.12,REAL
885.jpg,ai,163.27,38.67,0.0781,86.82,1773.34,12.29,REAL
886 (10).jpg,ai,99.32,64.04,0.2578,152.78,3180.70,15.91,REAL
886 (2).jpg,ai,112.90,71.04,0.2930,205.57,3954.03,18.58,REAL
886 (3).jpg,ai,152.29,35.03,0.0742,60.34,1127.16,9.49,REAL
886 (4).jpg,ai,118.86,53.66,0.2158,137.39,3722.82,17.44,REAL
886 (5).jpg,ai,120.58,34.30,0.2646,86.73,1507.54,10.41,REAL
886 (6).jpg,ai,100.12,60.05,0.2373,160.93,2704.37,15.68,REAL
886 (7).jpg,ai,104.99,31.40,0.1885,111.78,2680.90,14.37,REAL
886 (8).jpg,ai,120.00,72.65,0.2734,214.77,4709.71,20.20,REAL
886 (9).jpg,ai,116.29,61.66,0.1680,148.90,5420.63,21.30,REAL
886.jpg,ai,124.62,80.18,0.2656,215.24,7240.78,24.59,REAL
887 (10).jpg,ai,103.48,64.83,0.2988,180.65,3874.61,18.33,REAL
887 (2).jpg,ai,68.68,51.50,0.1553,134.03,3602.52,17.68,REAL
887 (3).jpg,ai,121.46,38.80,0.1094,70.77,781.44,8.24,REAL
887 (4).jpg,ai,72.47,37.89,0.1934,103.81,2235.84,13.01,REAL
887 (5).jpg,ai,117.73,33.82,0.2402,96.42,2474.35,12.85,REAL
887 (6).jpg,ai,119.58,73.12,0.2324,210.24,6218.81,22.10,REAL
887 (7).jpg,ai,84.99,29.62,0.1338,89.33,3144.05,14.88,REAL
887 (8).jpg,ai,112.59,60.66,0.2715,172.73,4331.79,18.46,REAL
887 (9).jpg,ai,147.05,63.31,0.0996,104.24,2579.93,14.56,REAL
887.jpg,ai,101.29,35.25,0.1387,86.14,1561.84,11.52,REAL
888 (10).jpg,ai,115.70,81.77,0.2012,125.47,2909.95,14.92,REAL
888 (2).jpg,ai,76.79,48.14,0.2637,137.87,1879.87,12.99,REAL
888 (3).jpg,ai,107.00,17.03,0.0918,48.37,638.93,7.32,REAL
888 (4).jpg,ai,122.32,54.62,0.2842,204.09,5430.80,21.25,REAL
888 (5).jpg,ai,122.29,38.93,0.3086,124.02,2741.63,14.55,MAYBE_AI
888 (6).jpg,ai,111.54,52.96,0.2979,154.79,3991.80,16.75,REAL
888 (7).jpg,ai,80.11,56.45,0.2510,172.80,6968.93,21.29,REAL
888 (8).jpg,ai,114.47,51.12,0.2178,161.14,4811.22,18.77,REAL
888 (9).jpg,ai,145.55,66.22,0.2148,89.94,1258.15,10.13,REAL
888.jpg,ai,148.27,45.02,0.2139,116.98,2811.89,15.69,REAL
889 (10).jpg,ai,89.50,68.61,0.1934,171.02,4745.87,20.00,REAL
889 (2).jpg,ai,94.67,71.96,0.2490,167.98,3948.87,18.22,REAL
889 (3).jpg,ai,137.31,14.19,0.0254,22.23,219.76,4.33,REAL
889 (4).jpg,ai,95.11,58.05,0.2822,180.10,5147.98,19.36,REAL
889 (5).jpg,ai,121.56,36.41,0.2705,105.81,1965.77,12.06,REAL
889 (6).jpg,ai,112.97,71.22,0.2500,189.74,3714.39,17.99,REAL
889 (7).jpg,ai,79.38,30.73,0.2666,103.99,2175.43,12.64,REAL
889 (8).jpg,ai,85.16,46.72,0.2969,182.16,4231.80,19.14,REAL
889 (9).jpg,ai,123.44,33.48,0.0615,45.12,334.66,5.67,REAL
889.jpg,ai,140.50,38.69,0.1602,116.97,3548.23,16.21,REAL
89 (10).jpg,ai,118.44,65.04,0.2695,139.95,3213.11,16.29,REAL
89 (2).jpg,ai,102.68,59.38,0.3301,219.59,7495.07,25.12,AI
89 (3).jpg,ai,72.00,31.77,0.2461,82.63,1165.21,9.88,REAL
89 (4).jpg,ai,134.16,71.20,0.3086,208.71,5263.22,19.98,MAYBE_AI
89 (5).jpg,ai,113.22,48.21,0.2891,179.55,9878.03,24.44,REAL
89 (6).jpg,ai,89.39,65.99,0.2002,118.53,1989.18,12.57,REAL
89 (7).jpg,ai,133.12,46.80,0.2070,157.69,4272.07,17.58,REAL
89 (8).jpg,ai,76.38,51.09,0.2959,174.18,3910.72,17.38,REAL
89 (9).jpg,ai,110.67,59.19,0.1719,191.05,4528.86,20.86,REAL
89.jpg,ai,124.24,40.93,0.1562,119.96,5526.85,17.47,REAL
890 (10).jpg,ai,80.48,47.14,0.2471,134.35,2706.73,14.67,REAL
890 (2).jpg,ai,93.51,53.32,0.1875,139.31,4103.72,18.82,REAL
890 (3).jpg,ai,82.37,36.50,0.2109,111.26,3026.49,14.38,REAL
890 (4).jpg,ai,128.57,71.46,0.2275,168.78,5182.03,19.35,REAL
890 (5).jpg,ai,104.46,55.98,0.2490,126.55,2881.13,14.42,REAL
890 (6).jpg,ai,140.87,76.63,0.2109,212.08,5487.56,21.66,REAL
890 (7).jpg,ai,88.28,50.58,0.1982,150.16,6490.80,20.16,REAL
890 (8).jpg,ai,101.60,63.92,0.3311,265.73,12620.47,32.05,AI
890 (9).jpg,ai,150.60,79.59,0.1445,119.51,1368.12,10.94,REAL
890.jpg,ai,143.85,39.97,0.1709,129.09,3115.08,16.02,REAL
891 (10).jpg,ai,107.02,57.85,0.2578,135.28,2667.33,14.90,REAL
891 (2).jpg,ai,85.17,62.54,0.2324,146.41,2836.11,15.60,REAL
891 (3).jpg,ai,145.22,40.30,0.1465,120.31,3963.77,16.76,REAL
891 (4).jpg,ai,113.13,73.18,0.2871,179.03,5323.98,18.96,REAL
891 (5).jpg,ai,103.87,71.28,0.1953,132.72,2916.19,15.58,REAL
891 (6).jpg,ai,106.75,40.11,0.2080,98.64,1375.11,10.85,REAL
891 (7).jpg,ai,106.49,64.13,0.2959,213.50,6408.52,21.81,REAL
891 (8).jpg,ai,123.49,72.68,0.2578,176.37,5774.55,21.16,REAL
891 (9).jpg,ai,134.21,67.60,0.1982,136.63,5026.52,21.34,REAL
891.jpg,ai,123.32,37.33,0.1211,79.82,976.00,8.62,REAL
892 (10).jpg,ai,105.01,64.64,0.2666,173.66,5956.31,21.08,REAL
892 (2).jpg,ai,114.46,69.89,0.2441,226.12,4536.54,19.50,REAL
892 (3).jpg,ai,114.44,28.82,0.1846,77.30,1441.57,9.73,REAL
892 (4).jpg,ai,109.69,55.56,0.1816,137.43,3216.47,16.04,REAL
892 (5).jpg,ai,105.75,37.30,0.2246,106.51,2966.21,14.42,REAL
892 (6).jpg,ai,107.85,47.01,0.2480,142.53,3097.86,15.66,REAL
892 (7).jpg,ai,104.24,37.81,0.1465,104.41,3439.02,14.94,REAL
892 (8).jpg,ai,122.09,62.38,0.2871,179.83,4885.54,19.04,REAL
892 (9).jpg,ai,69.25,33.99,0.2969,123.73,2319.94,14.27,REAL
892.jpg,ai,146.33,39.29,0.1250,96.32,1127.55,10.20,REAL
893 (10).jpg,ai,107.54,46.15,0.3027,148.50,4421.15,17.95,MAYBE_AI
893 (2).jpg,ai,108.85,68.68,0.2725,153.27,2212.94,14.03,REAL
893 (3).jpg,ai,143.09,58.48,0.2617,201.24,11294.08,26.44,MAYBE_AI
893 (4).jpg,ai,96.43,52.48,0.2090,134.32,2075.05,12.39,REAL
893 (5).jpg,ai,127.19,47.09,0.3008,159.52,4981.92,18.71,MAYBE_AI
893 (6).jpg,ai,116.23,62.61,0.2568,179.82,5273.26,19.73,REAL
893 (7).jpg,ai,60.02,39.50,0.1934,110.68,2467.87,14.27,REAL
893 (8).jpg,ai,128.58,72.98,0.3027,223.44,8658.92,25.39,AI
893 (9).jpg,ai,101.48,39.07,0.2012,94.67,1042.53,10.23,REAL
893.jpg,ai,142.96,38.36,0.0967,81.65,1872.00,12.31,REAL
894 (10).jpg,ai,82.11,51.39,0.3271,207.38,7200.98,22.40,MAYBE_AI
894 (2).jpg,ai,89.86,58.13,0.3350,235.81,5692.52,22.65,MAYBE_AI
894 (3).jpg,ai,131.19,32.92,0.1816,83.68,1362.99,9.36,REAL
894 (4).jpg,ai,108.33,68.99,0.2480,176.95,4218.21,17.99,REAL
894 (5).jpg,ai,129.29,35.37,0.2197,99.24,2214.29,13.04,REAL
894 (6).jpg,ai,103.56,58.81,0.2705,195.43,5098.78,20.64,REAL
894 (7).jpg,ai,84.37,43.64,0.3242,169.22,5051.96,19.64,MAYBE_AI
894 (8).jpg,ai,111.84,51.67,0.2109,155.41,2895.18,16.05,REAL
894 (9).jpg,ai,128.24,40.37,0.1328,96.26,1583.71,11.72,REAL
894.jpg,ai,94.12,45.59,0.1104,121.58,4497.71,19.25,REAL
895 (10).jpg,ai,89.05,68.00,0.2461,166.95,5725.61,21.26,REAL
895 (2).jpg,ai,84.83,42.78,0.3252,140.50,3104.67,15.38,MAYBE_AI
895 (3).jpg,ai,128.27,29.72,0.1807,73.81,1562.00,9.97,REAL
895 (4).jpg,ai,105.53,67.61,0.2705,206.76,6614.35,20.99,REAL
895 (5).jpg,ai,74.82,43.25,0.1270,80.59,1568.93,10.77,REAL
895 (6).jpg,ai,138.45,64.74,0.2617,183.58,4953.94,20.02,REAL
895 (7).jpg,ai,65.05,39.20,0.3135,117.15,4510.48,16.57,MAYBE_AI
895 (8).jpg,ai,116.57,51.54,0.2949,142.90,2539.91,14.84,REAL
895 (9).jpg,ai,118.85,60.47,0.1816,195.75,8115.24,25.49,MAYBE_AI
895.jpg,ai,134.16,56.88,0.2295,162.09,3244.84,17.67,REAL
896 (10).jpg,ai,78.88,51.11,0.3438,161.29,3223.98,16.64,MAYBE_AI
896 (2).jpg,ai,120.33,57.75,0.2764,205.02,5002.93,21.58,REAL
896 (3).jpg,ai,157.40,38.16,0.1016,79.78,1974.35,12.12,REAL
896 (4).jpg,ai,126.80,53.48,0.3105,144.92,3672.38,15.80,MAYBE_AI
896 (5).jpg,ai,93.29,40.69,0.2148,110.40,3183.88,14.04,REAL
896 (6).jpg,ai,114.92,63.12,0.2588,172.42,4643.07,19.27,REAL
896 (7).jpg,ai,86.47,49.78,0.2773,150.44,4419.04,17.67,REAL
896 (8).jpg,ai,111.31,50.67,0.3008,162.22,5005.27,20.06,MAYBE_AI
896 (9).jpg,ai,120.44,82.10,0.2500,190.68,6751.85,23.65,REAL
896.jpg,ai,129.14,33.41,0.1973,98.97,2571.66,13.52,REAL
897 (10).jpg,ai,84.45,40.90,0.3340,185.23,7109.14,23.32,MAYBE_AI
897 (2).jpg,ai,95.04,62.01,0.2275,152.14,2377.82,14.15,REAL
897 (3).jpg,ai,159.50,32.53,0.3555,143.12,3099.74,16.51,MAYBE_AI
897 (4).jpg,ai,135.36,65.73,0.2910,198.64,5163.91,20.17,REAL
897 (5).jpg,ai,86.16,45.34,0.2471,102.24,3002.90,13.50,REAL
897 (6).jpg,ai,122.39,61.75,0.1885,145.63,3115.34,16.51,REAL
897 (7).jpg,ai,55.54,41.22,0.1699,99.78,2980.51,14.63,REAL
897 (8).jpg,ai,117.04,52.82,0.2920,173.15,4242.09,18.83,REAL
897 (9).jpg,ai,143.81,53.29,0.0732,107.03,2138.01,13.82,REAL
897.jpg,ai,128.31,58.47,0.1543,111.03,1560.41,11.51,REAL
898 (10).jpg,ai,120.21,61.08,0.2939,223.81,7486.90,24.19,REAL
898 (2).jpg,ai,70.80,49.94,0.2744,159.03,3626.36,18.10,REAL
898 (3).jpg,ai,134.89,29.21,0.1416,82.28,2017.29,11.49,REAL
898 (4).jpg,ai,136.86,67.03,0.3027,188.27,5298.09,20.06,MAYBE_AI
898 (5).jpg,ai,130.28,31.69,0.3076,90.62,2204.72,12.36,MAYBE_AI
898 (6).jpg,ai,124.57,45.86,0.1836,123.62,2555.93,14.69,REAL
898 (7).jpg,ai,124.31,16.28,0.0361,39.44,771.36,7.16,REAL
898 (8).jpg,ai,90.37,50.18,0.1855,133.15,3339.04,15.78,REAL
898 (9).jpg,ai,134.56,62.02,0.2090,151.18,3189.66,17.42,REAL
898.jpg,ai,167.56,26.55,0.1270,60.30,977.95,8.80,REAL
899 (10).jpg,ai,137.64,63.31,0.2109,172.74,5170.61,20.48,REAL
899 (2).jpg,ai,114.77,55.64,0.1729,159.99,3064.30,17.30,REAL
899 (3).jpg,ai,113.44,27.67,0.0791,49.78,1405.03,9.36,REAL
899 (4).jpg,ai,96.48,44.11,0.3613,164.73,4715.06,18.00,MAYBE_AI
899 (5).jpg,ai,100.78,54.11,0.2754,137.80,4316.74,16.98,REAL
899 (6).jpg,ai,79.05,55.48,0.1748,126.09,3300.39,15.74,REAL
899 (7).jpg,ai,151.07,34.62,0.1943,94.73,3029.70,14.84,REAL
899 (8).jpg,ai,102.83,72.59,0.2139,188.54,5559.18,21.62,REAL
899 (9).jpg,ai,150.94,57.75,0.1309,100.90,2261.19,13.74,REAL
899.jpg,ai,128.61,42.28,0.1162,59.57,987.51,8.44,REAL
9 (10).jpg,ai,135.99,49.86,0.3193,185.75,5992.27,21.13,MAYBE_AI
9 (2).jpg,ai,100.91,56.61,0.2412,145.62,2880.35,15.83,REAL
9 (3).jpg,ai,123.82,23.69,0.1133,55.74,1017.84,8.63,REAL
9 (4).jpg,ai,122.34,64.73,0.2568,168.95,3710.72,17.13,REAL
9 (5).jpg,ai,136.81,29.87,0.2314,83.08,1617.90,10.59,REAL
9 (6).jpg,ai,96.43,67.28,0.3389,275.73,9929.09,27.76,AI
9 (7).jpg,ai,81.84,57.70,0.2002,141.22,5300.33,19.02,REAL
9 (8).jpg,ai,139.18,67.76,0.2744,173.66,4487.17,19.22,REAL
9 (9).jpg,ai,113.14,47.04,0.2148,156.56,9009.94,26.91,MAYBE_AI
9.jpg,ai,159.32,60.74,0.2354,166.73,7108.17,24.54,REAL
90 (10).jpg,ai,157.14,66.40,0.2656,173.66,3664.49,17.66,REAL
90 (2).jpg,ai,95.81,49.08,0.3096,162.42,4482.75,18.88,MAYBE_AI
90 (3).jpg,ai,103.75,29.61,0.1826,87.36,1650.60,11.11,REAL
90 (4).jpg,ai,97.66,66.54,0.3223,229.55,7182.65,23.91,MAYBE_AI
90 (5).jpg,ai,125.26,40.07,0.2275,102.06,3238.45,14.10,REAL
90 (6).jpg,ai,97.18,59.56,0.2285,159.21,3575.69,17.18,REAL
90 (7).jpg,ai,86.45,43.88,0.2246,139.30,4282.03,17.79,REAL
90 (8).jpg,ai,89.70,61.51,0.2666,179.38,3800.47,17.29,REAL
90 (9).jpg,ai,134.12,51.27,0.1738,109.76,2064.76,13.14,REAL
90.jpg,ai,126.20,34.64,0.1123,96.08,2665.75,14.46,REAL
900 (10).jpg,ai,118.18,62.62,0.3057,164.35,4056.00,18.58,MAYBE_AI
900 (2).jpg,ai,85.38,69.73,0.2803,192.49,4313.28,19.97,REAL
900 (3).jpg,ai,130.06,17.63,0.1523,55.77,989.89,8.34,REAL
900 (4).jpg,ai,77.94,48.73,0.1543,137.23,3650.73,16.99,REAL
900 (5).jpg,ai,106.01,27.56,0.2422,93.19,1484.49,10.64,REAL
900 (6).jpg,ai,84.35,51.53,0.2119,129.58,2942.65,14.87,REAL
900 (7).jpg,ai,112.11,29.99,0.1777,99.04,4678.73,16.91,REAL
900 (8).jpg,ai,84.17,69.39,0.2637,147.86,2484.21,14.88,REAL
900 (9).jpg,ai,133.99,55.49,0.1338,98.29,1866.54,12.60,REAL
900.jpg,ai,124.95,58.51,0.2666,139.47,3391.50,16.37,REAL
901 (10).jpg,ai,133.66,68.95,0.3027,239.01,6713.25,23.69,MAYBE_AI
901 (2).jpg,ai,82.59,55.27,0.2549,171.50,2597.60,15.68,REAL
901 (3).jpg,ai,109.81,31.03,0.1631,91.14,1475.53,10.57,REAL
901 (4).jpg,ai,125.82,46.52,0.2832,166.49,4236.62,17.68,REAL
901 (5).jpg,ai,120.25,25.26,0.2646,77.27,938.67,8.23,REAL
